id,name,networth,country,source,rank,age,citizenship,status,children,self_made,degree,university,longitude,latitude
815,J. Joe Ricketts & family,3.7,United States,TD Ameritrade,807,79,United States,Married,4,True,Bachelor of Arts/Science, Creighton University,-110.4436629,43.684017
817,Jeff Rothschild,3.7,United States,Facebook,807,66,United States,Married,3,True,Bachelor of Arts/Science," Vanderbilt University; Master of Science, Vanderbilt University",-122.1598465,37.4443293
818,David Rubenstein,3.7,United States,private equity,807,71,United States,Divorced,3,True,Bachelor of Arts/Science," Duke University; Doctor of Jurisprudence, University of Chicago",-77.0941675,38.9843774
820,Steven Spielberg,3.7,United States,movies,807,74,United States,Married,7,True,Bachelor of Arts/Science, California State Long Beach,-118.5264706,34.0480643
821,Barry Sternlicht,3.7,United States,private equity,807,60,United States,Married,3,True,Bachelor of Arts/Science, Brown University,-80.19362,25.7741728
822,Mark Stevens,3.7,United States,venture capital,807,61,United States,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",-106.8317359,40.4848003
824,Vincent Viola,3.7,United States,electronic trading,807,65,United States,Married,3,True,Doctor of Jurisprudence," New York Law School; Bachelor of Arts/Science, United States Military Academy",-74.00601519999999,40.7127281
826,Wang Roger,3.7,United States,retail,807,72,United States,Married,2,True,Bachelor of Arts/Science," Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",118.7916458,32.0609736
832,Leonid Boguslavsky,3.6,Russia,venture capital,831,69,Russia,Married,4,True,Master of Science, Moscow Institute for Transport Engineering,37.6174943,55.7504461
833,"Austen Cargill, II.",3.6,United States,Cargill,831,70,United States,Divorced,2,False,Doctorate," Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",-110.52926,45.671445
836,Steve Conine,3.6,United States,online retail,831,48,United States,Married,3,True,Bachelor of Science in Engineering, Cornell University,-71.0582912,42.3602534
838,S. Curtis Johnson,3.6,United States,cleaning products,831,66,United States,Married,4,False,Bachelor of Arts/Science," Cornell University; Master of Business Administration, Kellogg School of Management",-87.7825242,42.7260523
839,Helen Johnson-Leipold,3.6,United States,cleaning products,831,64,United States,Married,5,False,Bachelor of Arts/Science, Cornell University,-87.7825242,42.7260523
840,Daryl Katz,3.6,Canada,pharmacies,831,59,Canada,Married,2,True,Bachelor of Arts/Science," University of Alberta; Doctor of Jurisprudence, University of Alberta",-113.507996,53.535411
841,Peter Kellogg,3.6,United States,investments,831,78,United States,Married,3,False,Bachelor of Arts/Science, Babson College,-74.3254271,40.7478786
842,Samuel Tak Lee,3.6,Hong Kong,real estate,831,82,Hong Kong,Married,7,False,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",114.1628131,22.2793278
844,Marianne Liebmann,3.6,United States,Cargill,831,67,United States,Married,2,False,Bachelor of Arts/Science, Montana State University,-111.044047,45.6794293
845,Winifred J. Marquart,3.6,United States,cleaning products,831,62,United States,Married,4,False,Drop Out, Cornell University,-75.9774183,36.8529841
846,Daniel Och,3.6,United States,hedge funds,831,60,United States,Married,3,True,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-80.13530059999999,25.7929198
847,Anthony Pritzker,3.6,United States,"hotels, investments",831,60,United States,Married,6,False,Bachelor of Arts/Science, Dartmouth College,-118.242766,34.0536909
848,Rodger Riney & family,3.6,United States,discount brokerage,831,75,United States,Married,3,True,Bachelor of Arts/Science," University of Missouri; Master of Business Administration, University of Missouri",-90.1998378,38.6264178
849,Niraj Shah,3.6,United States,online retail,831,47,United States,Married,2,True,Bachelor of Science in Engineering, Cornell University,-71.0582912,42.3602534
853,Richard Tsai,3.6,Taiwan,finance,831,63,Taiwan,Married,2,False,Master of Business Administration," Leonard N. Stern School of Business; Graduate, National Taiwan University",121.5636796,25.0375198
857,Zhang Hongwei,3.6,China,"oil, banking",831,66,China,Married,3,True,Bachelor of Arts/Science," Harbin Engineering University; Master of Science, Harbin Institute of Technology",116.3912757,39.906217
858,Andrej Babis,3.5,Czechia,agriculture,859,66,Czechia,Married,4,True,Master, University of Economics in Bratislava (UEB),14.4212535,50.0874654
860,Hubert Burda,3.5,Germany,publishing,859,81,Germany,Married,2,False,Bachelor of Arts/Science, Ludwig Maxmilian University,11.5753822,48.1371079
861,Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,motorcycle loans,859,67,Thailand,Married,2,True,Bachelor of Arts/Economics, Oklahoma State University,100.4930399,13.7544238
862,Charles Cohen,3.5,United States,real estate,859,69,United States,Married,4,False,Doctor of Jurisprudence," Brooklyn Law School; Bachelor of Arts/Science, Tufts University",-74.00601519999999,40.7127281
863,David Filo,3.5,United States,Yahoo,859,55,United States,Married,1,True,Master of Science," Stanford University; Bachelor of Arts/Science, Tulane University",-122.1598465,37.4443293
864,Sergei Galitsky,3.5,Russia,retail,859,53,Russia,Married,1,True,Bachelor of Arts/Science, Kuban State University,38.9764814,45.0352566
867,Martha Ingram & family,3.5,United States,"book distribution, transportation",859,85,United States,Widowed,4,False,Bachelor of Arts/Science, Vassar College,-86.7743531,36.1622296
868,H. Fisk Johnson,3.5,United States,cleaning products,859,62,United States,Divorced,1,False,Bachelor of Arts/Science," Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",-87.7825242,42.7260523
870,Lim Wee Chai,3.5,Malaysia,rubber gloves,859,63,Malaysia,Married,2,True,Master of Business Administration," Sul Ross State University; Bachelor of Arts/Science, University of Malaya",101.6942371,3.1516964
875,N.R. Narayana Murthy,3.5,India,software services,859,74,India,Married,2,True,Master of Science, Indian Institute of Technology,77.59129969999999,12.9791198
876,John Paulson,3.5,United States,hedge funds,859,65,United States,Married,2,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, New York University",-74.00601519999999,40.7127281
877,J.B. Pritzker,3.5,United States,"hotels, investments",859,56,United States,Married,2,False,Bachelor of Arts/Science," Duke University; Doctor of Jurisprudence, Northwestern University",-89.6439575,39.7990175
878,Michael Rubin,3.5,United States,online retail,859,48,United States,Divorced,1,True,Drop Out, Villanova University,-75.30462989999999,40.0198335
880,Thomas Secunda,3.5,United States,Bloomberg LP,859,66,United States,Married,2,True,Bachelor of Arts/Science, SUNY Binghamton,-73.8901688,41.2083836
881,Vivek Chaand Sehgal,3.5,Australia,auto parts,859,64,Australia,Married,2,True,Bachelor of Arts/Science, Delhi University,77.2219388,28.6517178
883,Leena Tewari,3.5,India,pharmaceuticals,859,63,India,Married,2,False,B.Com," Bombay University; Master of Business Administration, Boston University",72.8773928,19.0759899
885,Romesh T. Wadhwani,3.5,United States,software,859,73,United States,Married,1,True,Doctorate," Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay",-122.1598465,37.4443293
893,"William Conway, Jr.",3.4,United States,private equity,891,71,United States,Married,1,True,Bachelor of Arts/Science, Dartmouth College,-77.1776327,38.9342888
894,Jim Davis,3.4,United States,staffing & recruiting,891,77,United States,Married,2,True,Bachelor of Arts/Science, Middlebury College,-71.2092214,42.3370414
896,Ennio Doris & family,3.4,Italy,financial services,891,80,Italy,Married,2,True,Diploma, High School,11.8304219,45.6470275
898,Alexander Frolov,3.4,Russia,"mining, steel",891,56,Russia,Married,1,True,Doctorate, Moscow Institute of Physics and Technology,37.6174943,55.7504461
899,Fiona Geminder,3.4,Australia,manufacturing,891,56,Australia,Married,4,False,Bachelor of Arts/Science," Monash University; LLB, Monash University",144.960964,-37.8077694
901,Viktor Kharitonin,3.4,Russia,pharmaceuticals,891,48,Russia,Married,2,True,Bachelor of Arts/Science, Novosibirsk State University,37.6174943,55.7504461
903,Chris Larsen,3.4,United States,cryptocurrency,891,60,United States,Married,2,True,Bachelor of Arts/Science," San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",-122.419906,37.7790262
904,Angela Leong,3.4,Hong Kong,casinos,891,60,Hong Kong,Widowed,5,False,Diploma, High School,114.1628131,22.2793278
906,John Middleton,3.4,United States,tobacco,891,66,United States,Married,2,False,Bachelor of Arts/Science," Amherst College; Master of Business Administration, Harvard University",-75.30462989999999,40.0198335
908,Arturo Moreno,3.4,United States,"billboards, Anaheim Angels",891,74,United States,Married,3,True,Bachelor of Arts/Science, University of Arizona,-112.0741417,33.4484367
909,God Nisanov,3.4,Russia,real estate,891,49,Russia,Married,3,True,Diploma, Baku Institute of Law,37.6174943,55.7504461
913,Patrick Ryan,3.4,United States,insurance,891,83,United States,Married,3,True,Bachelor of Arts/Science, Northwestern University,-87.7365286,42.1080703
915,Lynn Schusterman,3.4,United States,"oil & gas, investments",891,82,United States,Widowed,3,False,Drop Out, University of Miami,-95.9929113,36.1556805
917,Daniel Tsai,3.4,Taiwan,finance,891,65,Taiwan,Married,4,False,LLM," Georgetown University; LLB, National Taiwan University",121.5636796,25.0375198
918,Tung Chee Chen,3.4,Hong Kong,shipping,891,78,Hong Kong,Married,2,False,Master of Science," Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",114.1628131,22.2793278
920,Frank VanderSloot,3.4,United States,"nutrition, wellness products",891,72,United States,Married,14,True,Bachelor of Arts/Science, Brigham Young University,-112.0401206,43.4935589
921,Kelcy Warren,3.4,United States,pipelines,891,65,United States,Married,1,True,Bachelor of Arts/Science, University of Texas Arlington,-96.7968559,32.7762719
923,Vladimir Yevtushenkov,3.4,Russia,"telecom, investments",891,72,Russia,Married,2,True,Bachelor of Arts/Science," Mendeleyev Chemical Engin; Master of Science, Moscow State University",37.6174943,55.7504461
924,Somphote Ahunai,3.3,Thailand,renewable energy,925,53,Thailand,Married,3,True,Master of Business Administration, Joseph M. Katz Graduate School of Business,100.4930399,13.7544238
925,John Arnold,3.3,United States,hedge funds,925,47,United States,Married,2,True,Bachelor of Arts/Science, Vanderbilt University,-95.3676974,29.7589382
931,Senapathy Gopalakrishnan,3.3,India,software services,925,66,India,Married,1,True,Master of Science, Indian Institute of Technology,77.59129969999999,12.9791198
932,B. Wayne Hughes,3.3,United States,self storage,925,87,United States,Divorced,2,True,Bachelor of Arts/Science, University of Southern California,-84.4970393,38.0464066
934,Samvel Karapetyan,3.3,Russia,real estate,925,55,Russia,Married,3,True,Bachelor of Arts/Science, Yerevan Polytechnic Institute,37.6174943,55.7504461
936,Jim Koch,3.3,United States,beer,925,71,United States,Married,4,True,Bachelor of Arts/Science," Harvard University; Doctor of Jurisprudence, Harvard University; Master of Business Administration, Harvard University",-71.2092214,42.3370414
937,"Andre Koo, Sr.",3.3,Taiwan,financial services,925,53,Taiwan,Married,2,False,Master of Business Administration," Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University",121.5636796,25.0375198
938,Yuri Kovalchuk,3.3,Russia,"banking, insurance, media",925,69,Russia,Married,1,True,Doctorate, St Petersburg State University,30.316229,59.938732
939,Richard LeFrak & family,3.3,United States,real estate,925,75,United States,Married,2,False,Bachelor of Arts/Science," Amherst College; Doctor of Jurisprudence, Columbia University",-74.00601519999999,40.7127281
942,Jean (Gigi) Pritzker,3.3,United States,"hotels, investments",925,58,United States,Married,3,False,Bachelor of Arts/Science, Stanford University,-118.242766,34.0536909
946,"Bernard Saul, II.",3.3,United States,"banking, real estate",925,89,United States,Married,5,False,LLB," University of Virginia; Bachelor of Arts/Science, Villanova University",-77.0881873,38.9822473
948,Tahir & family,3.3,Indonesia,diversified,925,69,Indonesia,Married,4,True,Master of Business Administration," Golden Gate University; Bachelor of Arts/Science, Nan Yang University",106.827183,-6.1753942
949,Lucio Tan,3.3,Philippines,diversified,925,86,Philippines,Married,6,True,Bachelor of Arts/Science, Far Eastern University,120.9809674,14.5907332
953,"William Wrigley, Jr.",3.3,United States,chewing gum,925,57,United States,Divorced,4,False,Bachelor of Arts/Science, Duke University,-80.05592660000001,26.8237944
954,Zhang Xin & Pan Shiyi,3.3,China,real estate,925,55,China,Married,2,True,Master of Arts," Cambridge University; Bachelor of Arts/Science, University of Sussex",116.3912757,39.906217
958,Chey Tae-won,3.2,South Korea,"oil, semiconductor",956,60,South Korea,Separated,4,False,Bachelor of Arts/Science," Korea University; Master of Science, University of Chicago",126.9782914,37.5666791
961,Jack Cowin,3.2,Australia,fast food,956,78,Australia,Married,4,True,Bachelor of Arts/Science, University of Western Ontario,151.0979607,-33.8641922
962,Archie Aldis Emmerson & family,3.2,United States,"timberland, lumber mills",956,92,United States,Married,3,True,Diploma, High School,-122.3916754,40.5863563
964,Juan Carlos Escotet,3.2,Venezuela,banking,956,61,Venezuela,Married,4,True,Master, University of Miami,-8.3958768,43.3712091
966,Don Hankey,3.2,United States,auto loans,956,77,United States,Married,4,True,Bachelor of Arts/Science, University of Southern California,-118.689423,34.035591
971,Thai Lee,3.2,United States,IT provider,956,62,United States,Divorced,2,True,Bachelor of Arts/Science," Amherst College; Master of Business Administration, Harvard Business School",-97.74369950000001,30.2711286
973,Ronald McAulay,3.2,Hong Kong,energy,956,85,Hong Kong,Married,2,False,Master of Arts, University of Glasgow,114.1628131,22.2793278
976,John Sall,3.2,United States,software,956,73,United States,Married,4,True,Bachelor of Arts/Science," Beloit College; Master of Arts, Northern Illinois University",-78.7812081,35.7882893
977,Naguib Sawiris,3.2,Egypt,telecom,956,66,Egypt,Married,4,False,Bachelor of Arts/Science," Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute",31.2357257,30.0443879
982,Tsai Hong-tu,3.2,Taiwan,finance,956,68,Taiwan,Married,3,False,Law Degree," National Taiwan University; Ph.D, Southern Methodist University",121.5636796,25.0375198
983,Steve Wynn,3.2,United States,"casinos, hotels",956,79,United States,Married,2,True,Bachelor of Arts/Science, University of Pennsylvania,-115.148516,36.1672559
991,John Fisher,3.1,United States,Gap,986,59,United States,Married,4,False,Bachelor of Arts/Science," Princeton University; Master of Business Administration, Stanford Graduate School of Business",-122.419906,37.7790262
1001,Sergey Lomakin,3.1,Russia,retail,986,47,Russia,Married,5,True,Master of Science, Moscow State Mining University,37.6174943,55.7504461
1004,Penny Pritzker,3.1,United States,"hotels, investments",986,62,United States,Married,2,False,Bachelor of Arts/Science," Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",-87.6244212,41.8755616
1005,Herb Simon,3.1,United States,real estate,986,86,United States,Married,8,True,Bachelor of Arts/Science, City College of New York,-86.1583502,39.7683331
1006,Jerry Speyer,3.1,United States,real estate,986,80,United States,Married,4,True,Master of Business Administration," Columbia Business School; Bachelor of Arts/Science, Columbia University",-74.00601519999999,40.7127281
1008,Koos Bekker,3.0,South Africa,"media, investments",1008,68,South Africa,Married,2,True,Master of Business Administration," Columbia Business School; LLB, University of Witwatersrand",18.417396,-33.928992
1009,Ben Chestnut,3.0,United States,email marketing,1008,46,United States,Married,2,True,Bachelor of Arts/Science, Georgia Institute of Technology,-84.39026440000001,33.7489924
1016,Philippe Foriel-Destezet,3.0,France,employment agency,1008,85,France,Married,4,True,Master of Business Administration, HEC Paris,-0.1276474,51.5073219
1020,Alec Gores,3.0,United States,private equity,1008,68,United States,Married,6,True,Bachelor of Arts/Science, Western Michigan University,-118.3963062,34.0696501
1022,Jimmy Haslam,3.0,United States,"gas stations, retail",1008,67,United States,Married,3,False,Bachelor of Arts/Science, University of Tennessee Knoxville,-83.92102610000001,35.9603948
1027,James Irsay,3.0,United States,Indianapolis Colts,1008,61,United States,Divorced,3,False,Bachelor of Arts/Science, Southern Methodist University,-86.11892570000001,39.9788017
1028,Justin Ishbia,3.0,United States,★,1008,43,United States,Married,2,False,Bachelor of Arts/Science," Michigan State University; Doctor of Jurisprudence, Vanderbilt University",-87.6244212,41.8755616
1030,George Kurtz,3.0,United States,security software,1008,50,United States,Married,2,True,Bachelor of Science, Seton Hall University,-111.9556001,33.5428006
1032,Kwek Leng Beng,3.0,Singapore,diversified,1008,80,Singapore,Married,2,False,LLB, University of London,103.8194992,1.357107
1039,Jeffrey Lurie,3.0,United States,Philadelphia Eagles,1008,69,United States,Married,2,False,Doctorate," Brandeis University; Bachelor of Arts/Science, Clark University",-75.27074690000001,40.0028514
1043,Haim Saban,3.0,United States,"TV network, investments",1008,76,United States,Married,4,True,Diploma, High School,-118.3963062,34.0696501
1044,Ferit Faik Sahenk,3.0,Turkey,diversified,1008,57,Turkey,Married,1,False,Bachelor of Arts/Science, Boston College,28.9651646,41.0096334
1045,Eddy Kusnadi Sariaatmadja,3.0,Indonesia,"media, tech",1008,67,Indonesia,Married,4,True,Bachelor of Engineering," University of New South Wales; Master of Science in Engineering, University of New South Wales",106.827183,-6.1753942
1050,Pat Stryker,3.0,United States,medical equipment,1008,65,United States,Divorced,3,False,Drop Out, University of Northern Colorado,-105.0668085,40.5508527
1051,Hans Sy,3.0,Philippines,diversified,1008,65,Philippines,Married,4,False,Bachelor of Science, De La Salle University,120.9809674,14.5907332
1053,Andrew Tan,3.0,Philippines,diversified,1008,71,Philippines,Married,4,True,Bachelor of Arts/Science, University of the East,120.9809674,14.5907332
1061,Zhang Lei,3.0,China,investments,1008,48,China,Married,2,True,Bachelor of Arts/Economics," Renmin University of China; Master of Business Administration, The Yale School of Management; Master of Arts, Yale University",114.1628131,22.2793278
1064,Ben Ashkenazy,2.9,United States,real estate,1064,51,United States,Married,3,True,Drop Out, Adelphi University,-74.00601519999999,40.7127281
1065,Sid Bass,2.9,United States,"oil, investments",1064,79,United States,Divorced,2,False,Master of Business Administration," Stanford University; Bachelor of Arts/Science, Yale University",-97.33274590000001,32.753177
1068,Riley Bechtel & family,2.9,United States,"engineering, construction",1064,69,United States,Married,3,False,Doctor of Jurisprudence," Stanford University; Master of Business Administration, Stanford University; Bachelor of Arts/Science, University of Calif Davis",-122.419906,37.7790262
1069,Sanjeev Bikhchandani,2.9,India,Internet,1064,57,India,Married,2,True,Master of Business Administration," Indian Institute of Management, Ahmedabad; Bachelor of Arts/Economics, St Stephen's College (India)",77.2219388,28.6517178
1072,Bennett Dorrance,2.9,United States,Campbell Soup,1064,75,United States,Married,2,False,Bachelor of Arts/Science, University of Arizona,-111.9556001,33.5428006
1076,Bob Gaglardi,2.9,Canada,hotels,1064,80,Canada,Married,4,True,Bachelor of Engineering, Letourneau College,-123.1139529,49.2608724
1078,Maggie Hardy Knox,2.9,United States,building materials,1064,55,United States,Married,1,False,Drop Out, West Virginia University,-79.8664356,40.1250725
1083,Osman Kibar,2.9,United States,biotech,1064,50,United States,Married,4,True,Bachelor of Arts/Science," California Institute of Technology; Bachelor of Arts/Science, Pomona College; Master of Science, University of California, San Diego; Ph.D, University of California, San Diego",-117.2716839,32.83259
1084,Kim Taek-jin,2.9,South Korea,online games,1064,54,South Korea,Married,4,True,Bachelor of Arts/Science," Seoul National University; Master of Science, Seoul National University",126.9782914,37.5666791
1086,Pablo Legorreta,2.9,United States,investments,1064,57,United States,Married,2,True,Bachelor of Science in Engineering, Universidad Iberoamericana,-72.29222919999999,40.9978727
1087,Liang Yunchao,2.9,China,nutritional supplements,1064,52,China,Married,2,True,Master of Business Administration," Sun Yat-sen University; Bachelor of Arts/Science, Zhongnan University of Economics and Law",113.2592945,23.1301964
1090,Farhad Moshiri,2.9,United Kingdom,diversified,1064,65,United Kingdom,Separated,2,True,Bachelor of Arts/Science, University of London,7.4276832,43.7323492
1093,Alexander Nesis,2.9,Russia,"metals, banking, fertilizers",1064,58,Russia,Married,5,True,Bachelor of Arts/Science, Leningrad Technological Institute,37.6174943,55.7504461
1096,Sebastian Piñera & family,2.9,Chile,investments,1064,71,Chile,Married,4,True,Doctorate, Harvard University,-70.65045019999999,-33.4377756
1097,Alexander Ponomarenko,2.9,Russia,"real estate, airport",1064,56,Russia,Married,3,True,Master of Science," Russian State Academy of Management; Bachelor of Arts/Science, Simferopol State University",37.6174943,55.7504461
1098,Chandru Raheja,2.9,India,real estate,1064,80,India,Married,2,False,LLB, Bombay University,72.8773928,19.0759899
1099,Chad Richison,2.9,United States,payroll processing,1064,50,United States,Married,4,True,Bachelor of Arts/Science, University of Central Oklahoma,-97.4649038,35.6571367
1100,Arkady Rotenberg,2.9,Russia,"construction, pipes, banking",1064,69,Russia,Divorced,5,True,Bachelor of Arts/Science, Leningrad Institute of Physical Culture,37.6174943,55.7504461
1103,Alexander Skorobogatko,2.9,Russia,"real estate, airport",1064,53,Russia,Divorced,3,True,Master of Science, Plekhanov Russian University of Economics,37.6174943,55.7504461
1104,Jeff Sutton,2.9,United States,real estate,1064,61,United States,Married,5,True,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
1105,Glen Taylor,2.9,United States,printing,1064,80,United States,Married,5,True,Bachelor of Arts/Science, Minnesota State University,-93.99935050000001,44.1634663
1108,Jon Yarbrough,2.9,United States,video games,1064,63,United States,Married,2,True,Bachelor of Arts/Science, Tennessee Technological University,-86.8689419,35.925206
1110,William Ackman,2.8,United States,hedge funds,1111,54,United States,Married,3,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Harvard University",-74.00601519999999,40.7127281
1114,Aneel Bhusri,2.8,United States,business software,1111,55,United States,Married,1,True,Bachelor of Arts/Science," Brown University; Master of Business Administration, Stanford Graduate School of Business",-122.419906,37.7790262
1115,Norman Braman,2.8,United States,"art, car dealerships",1111,88,United States,Married,2,True,Bachelor of Arts/Science, Temple University,-80.19362,25.7741728
1117,Vivek Chand Burman,2.8,India,consumer goods,1111,84,India,Married,2,False,Bachelor of Arts/Science, University of Miami,77.2219388,28.6517178
1118,John Catsimatidis,2.8,United States,"oil, real estate",1111,72,United States,Married,2,True,Drop Out, New York University,-74.00601519999999,40.7127281
1119,Morris Chang,2.8,Taiwan,semiconductors,1111,89,Taiwan,Married,1,True,Bachelor of Arts/Science," Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology; Ph.D, Stanford University",120.9686833,24.8066333
1124,James Clark,2.8,United States,"Netscape, investments",1111,77,United States,Married,4,True,Bachelor of Arts/Science," University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah",-80.4494174,26.6279798
1128,Doris Fisher,2.8,United States,Gap,1111,89,United States,Widowed,3,True,Bachelor of Arts/Science, Stanford University,-122.419906,37.7790262
1129,Gary Friedman,2.8,United States,Furniture retail,1111,63,United States,In Relationship,2,True,Drop Out, Santa Rosa Junior College,-122.4626994,37.8663951
1130,Valentin Gapontsev & family,2.8,United States,lasers,1111,82,United States,Married,1,True,Bachelor of Science in Engineering," Lviv Polytechnic National University; Ph.D, Moscow Institute of Physics and Technology",-71.80188769999999,42.2625621
1131,David Gottesman,2.8,United States,investments,1111,95,United States,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Trinity College Connecticut",-73.68429399999999,40.9808209
1133,Alan Howard,2.8,United Kingdom,hedge funds,1111,57,United Kingdom,Married,4,True,Master of Science, Imperial College London,6.1466014,46.2017559
1137,Timur Kulibaev,2.8,Kazakhstan,banking,1111,54,Kazakhstan,Married,3,True,Bachelor of Arts/Science, Moscow State University,76.9457275,43.2363924
1138,Dinara Kulibaeva,2.8,Kazakhstan,banking,1111,53,Kazakhstan,Married,3,False,Doctorate in Pedagogical Sciences," State Institute of Theatre Arts (GITIS, Moscow)",76.9457275,43.2363924
1144,Rudy Ma,2.8,Taiwan,finance,1111,80,Taiwan,Married,2,True,EMBA, National Chengchi University; National Taiwan University,120.9820179,23.9739374
1145,"Drayton McLane, Jr.",2.8,United States,"Walmart, logistics",1111,84,United States,Married,2,False,Bachelor of Arts/Science," Baylor University; Master of Business Administration, Broad College of Business",-97.3427847,31.098207
1157,T. Denny Sanford,2.8,United States,"banking, credit cards",1111,85,United States,Divorced,2,True,Bachelor of Arts/Science, University of Minnesota,-96.70033239999999,43.549973
1161,Warren Stephens,2.8,United States,investment banking,1111,64,United States,Married,3,False,Master of Business Administration," Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University",-92.2895948,34.7464809
1162,Konstantin Strukov,2.8,Russia,"gold, coal mining",1111,62,Russia,Married,2,True,Master of Science, Magnitogorsk Mining and Metallurgical Institute,61.4025547,55.1598408
1174,Timothy Boyle,2.7,United States,Columbia Sportswear,1174,71,United States,Married,2,True,Bachelor of Arts/Science, University of Oregon,-122.6741949,45.5202471
1175,John Paul DeJoria,2.7,United States,"hair products, tequila",1174,77,United States,Married,6,True,Diploma, High School,-97.74369950000001,30.2711286
1180,James Jannard,2.7,United States,sunglasses,1174,71,United States,Married,4,True,Drop Out, University of Southern California,-118.4630907,33.9809608
1181,Vinod Khosla,2.7,United States,venture capital,1174,66,United States,Married,4,True,Master of Science," Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology; Master of Business Administration, Stanford Graduate School of Business",-122.219047,37.3736298
1182,Valentin Kipyatkov,2.7,Russia,computer software,1174,44,Russia,Married,1,True,Master of Science, Saint Petersburg State University,14.4212535,50.0874654
1183,Lim Kok Thay,2.7,Malaysia,casinos,1174,69,Malaysia,Married,3,False,Harvard Business School; Bachelor of Arts/Science, University of London,101.6942371,3.1516964
1189,Sean Parker,2.7,United States,Facebook,1174,41,United States,Married,2,True,Diploma, High School,-118.242766,34.0536909
1190,Richard Peery,2.7,United States,real estate,1174,82,United States,Married,4,True,Bachelor of Arts/Science, Brigham Young University,-122.1598465,37.4443293
1191,"H. Ross Perot, Jr.",2.7,United States,real estate,1174,62,United States,Married,4,False,Bachelor of Arts/Science, Vanderbilt University,-96.7968559,32.7762719
1195,"Henry Sy, Jr.",2.7,Philippines,diversified,1174,68,Philippines,Married,3,False,Bachelor of Science, De La Salle University,120.9809674,14.5907332
1196,Teresita Sy-Coson,2.7,Philippines,diversified,1174,70,Philippines,Widowed,3,False,Bachelor of Science, Assumption College,120.9809674,14.5907332
1199,Tsai Ming-kai,2.7,Taiwan,semiconductors,1174,71,Taiwan,Married,2,True,Bachelor of Engineering," National Taiwan University; Master of Science in Engineering, University of Cincinnati",120.9686833,24.8066333
1203,Mortimer Zuckerman,2.7,United States,"real estate, media",1174,83,United States,Divorced,2,True,LLM," Harvard University; Bachelor of Arts/Science, McGill University; Master of Business Administration, University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
1204,Brian Acton,2.6,United States,WhatsApp,1205,49,United States,Married,1,True,Bachelor of Arts/Science, Stanford University,-122.1598465,37.4443293
1209,Guilherme Benchimol,2.6,Brazil,financial services,1205,44,Brazil,Single,2,True,Bachelor of Arts/Economics, Universidade Federal do Rio de Janeiro,-43.2093727,-22.9110137
1212,Abilio dos Santos Diniz,2.6,Brazil,retail,1205,84,Brazil,Married,6,False,Bachelor of Arts/Science, Fundacao Getulio Vargas,-46.6333824,-23.5506507
1220,Brad Kelley,2.6,United States,tobacco,1205,64,United States,Married,3,True,Diploma," High School; Drop Out, Western Kentucky University",-86.8689419,35.925206
1225,K.C. Liu,2.6,Taiwan,manufacturing,1205,67,Taiwan,Married,2,True,Bachelor of Engineering, National Chiao Tung University,121.5636796,25.0375198
1227,Kalanithi Maran,2.6,India,media,1205,55,India,Married,1,True,Master of Business Administration, University of Scranton,80.270186,13.0836939
1228,C. Dean Metropoulos,2.6,United States,investments,1205,75,United States,Married,2,True,Bachelor of Arts/Science," Babson College; Master of Business Administration, Babson College",-80.4494174,26.6279798
1230,Daniel Pritzker,2.6,United States,"hotels, investments",1205,61,United States,Married,5,False,Doctor of Jurisprudence," Northwestern University; Bachelor of Arts/Science, Tufts University",-122.6199638,38.0409144
1232,Alexey Repik,2.6,Russia,pharmaceuticals,1205,41,Russia,Married,3,True,Master of Science, The National Research University Higher School of Economics,37.6174943,55.7504461
1234,Yuri Shefler,2.6,Russia,alcohol,1205,53,Russia,Married,4,True,Bachelor of Arts/Science, Plekhanov Russian University of Economics,6.1466014,46.2017559
